rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,readurdu_meaning,kaikki_entry,kaikki_meaning,source
2123,دستاویز,"document, paper; bond, deed, a note of hand; signature",noun,306,False,False,True,"document, paper; bond, deed, a note of hand; signature",True,"signature; document, paper; bond, deed, a note of hand","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2124,شناختی,identification,adj,306,False,False,True,identification,True,identification,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2125,صداقت,"n. the truth; truthfulness; honesty; sincerity; friendship | Platts: (for A. صداقة, v.n. fr. صدق 'to speak truth,' &c.), s.f. True or sincere friendship; love, affection; …",noun,306,False,False,True,"n. the truth; truthfulness; honesty; sincerity; friendship | Platts: (for A. صداقة, v.n. fr. صدق 'to speak truth,' &c.), s.f. True or sincere friendship; love, affection; …",True,the truth; friendship; authenticity,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2126,فضول,"adj. pointless; futile; useless; needless | n. excess, redundance | Platts: (inf. n. of فصل 'to exceed'; or pl. of faẓl, but used as a sing.), s.m. Excess, redundance, &c. ( = faẓl); …",adj|noun,306,False,False,True,"adj. pointless; futile; useless; needless | n. excess, redundance | Platts: (inf. n. of فصل 'to exceed'; or pl. of faẓl, but used as a sing.), s.m. Excess, redundance, &c. ( = faẓl); …",True,vulgar; nonsense; redundant,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2127,تہوار,"day of festival, celebration, holiday",noun,305,False,False,True,"day of festival, celebration, holiday",True,"day of festival, celebration, holiday","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2128,خاوند,"n. husband | Platts: (contrac. of ḵẖudāwand), s.m. Lord, master; husband: — ḵẖāwind karnā, To take a husband, to marry",noun,305,False,False,True,"n. husband | Platts: (contrac. of ḵẖudāwand), s.m. Lord, master; husband: — ḵẖāwind karnā, To take a husband, to marry",True,husband,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2129,ادرک,n. ginger | Platts: s.f. Green ginger (Amomum zinziber),noun,304,False,False,True,n. ginger | Platts: s.f. Green ginger (Amomum zinziber),True,ginger,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2130,افسانے,"inflection of اَفْسانَہ (afsāna, “tale; legend”): | also: plural direct of اَفْسانَہ (afsāna — fable, legend, myth, romance)",noun,304,False,False,True,"inflection of اَفْسانَہ (afsāna, “tale; legend”): | also: plural direct of اَفْسانَہ (afsāna — fable, legend, myth, romance)",True,direct plural; oblique/vocative singular,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2131,تیر,"n. shore; bank; margin | adj. passed; spent (time) | Platts: s.m. Shore, bank; margin, brink, edge; — postpn. & adv. Near (to, -ke), close at hand: — tīra-bhukti, s.m.…",adj|noun,304,False,False,True,"n. shore; bank; margin | adj. passed; spent (time) | Platts: s.m. Shore, bank; margin, brink, edge; — postpn. & adv. Near (to, -ke), close at hand: — tīra-bhukti, s.m.…",True,bank; beam; edge,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
2132,دلکش,"attractive, interesting, engaging, pleasant, lovely, charming, winsome",adj,304,False,False,True,"attractive, interesting, engaging, pleasant, lovely, charming, winsome",True,"attractive, interesting, engaging, pleasant, lovely, charming, winsome","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
