rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,readurdu_meaning,kaikki_entry,kaikki_meaning,source
1370,شفیق,"adj. compassionate, affectionate, merciful | name: a male given name from Arabic",adj|name,812,False,False,True,"adj. compassionate, affectionate, merciful | name: a male given name from Arabic",True,"a male given name from Arabic; compassionate, affectionate, merciful","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1371,خزانہ,"treasure, treasury",noun,811,False,False,True,"treasure, treasury",True,treasure; treasury; tax; levy,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1372,معصوم,innocent,adj|noun,811,False,False,True,innocent,True,sinless; innocent; infallible,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1373,معائنہ,"n. inspection; examination; analysis; observation | Platts: (for A. معاينة 'to see, view, or meet, face to face,' iii of عان (for عين) 'to be or become a spy or scout'…",noun,808,False,False,True,"n. inspection; examination; analysis; observation | Platts: (for A. معاينة 'to see, view, or meet, face to face,' iii of عان (for عين) 'to be or become a spy or scout'…",True,beholding; inspection; examination,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1374,عابد,"adj. godly, pious; devoted | n. worshipper; believer | name: a male given name, Abid | Platts: (act. part. of عبد 'to serve, worship,' &c.), s.m. A server, worshipper, adorer (of God), a votary, a…",adj|name|noun,807,False,False,True,"adj. godly, pious; devoted | n. worshipper; believer | name: a male given name, Abid | Platts: (act. part. of عبد 'to serve, worship,' &c.), s.m. A server, worshipper, adorer (of God), a votary, a…",True,devoted; believer; worshipper,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1375,چودہ,fourteen,num,805,False,True,True,fourteen,True,fourteen,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1376,بازی,"n. bet; wager | Platts: (see bāz, 'playing'), s.f. Play, sport, game, trick; game of chance, hazard; gaming; stake (at play), wager,…",noun,804,False,False,True,"n. bet; wager | Platts: (see bāz, 'playing'), s.f. Play, sport, game, trick; game of chance, hazard; gaming; stake (at play), wager,…",True,bet; wager,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1377,نامہ,"n. letter, book, treaty; history | Platts: (rel. n. fr. nām, q.v.), s.m. A letter, writing, epistle; a record, written document; a work, treatise, book; …",noun,804,False,False,True,"n. letter, book, treaty; history | Platts: (rel. n. fr. nām, q.v.), s.m. A letter, writing, epistle; a record, written document; a work, treatise, book; …",True,"history; letter, book, treaty","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1378,بلے,"yes, true, right | also: plural direct of بُلّا (bullā — bubble) | also: plural direct of بِلّا (billā — tomcat (male cat))",adv,803,False,False,True,"yes, true, right | also: plural direct of بُلّا (bullā — bubble) | also: plural direct of بِلّا (billā — tomcat (male cat))",True,"yes, true, right","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1379,صبر,"patience, endurance",noun,803,False,False,True,"patience, endurance",True,patience; tolerance,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1380,مقاصد,"n. formal plural of مَقْصَد (maqsad) | Platts: s.m. pl. (of maqṣad, q.v.), Objects of aim or pursuit; aims, objects, desires, designs, purposes, intentions; … | also: plural formal of مَقْصَد (maqsad — purpose (ie. intention; goal; aim))",noun,801,False,False,True,"n. formal plural of مَقْصَد (maqsad) | Platts: s.m. pl. (of maqṣad, q.v.), Objects of aim or pursuit; aims, objects, desires, designs, purposes, intentions; … | also: plural formal of مَقْصَد (maqsad — purpose (ie. intention; goal; aim))",True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1381,اختراع,"n. invention, innovation, feigning, newness, novelty | Platts: s.m. Inventing; devising; invention; discovery; introducing: — iḵẖtirāʻ karnā, v.t. To invent, devise, &c",noun,800,False,False,True,"n. invention, innovation, feigning, newness, novelty | Platts: s.m. Inventing; devising; invention; discovery; introducing: — iḵẖtirāʻ karnā, v.t. To invent, devise, &c",True,"invention, innovation, feigning, newness, novelty","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1382,روٹی,bread,noun,800,False,False,True,bread,True,bread,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1383,انتباہ,"attention, alert, warning, notice",noun,796,False,False,True,"attention, alert, warning, notice",True,"attention, alert, warning, notice","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1384,آیت,"n. verse (of the Qur'an) | Platts: (for A. آية), s.f. Mark, sign; sentence or verse of the Qorʼān: — āyat-ě-mut̤laq, s.f. Mark, stop, pause…",noun,796,False,False,True,"n. verse (of the Qur'an) | Platts: (for A. آية), s.f. Mark, sign; sentence or verse of the Qorʼān: — āyat-ě-mut̤laq, s.f. Mark, stop, pause…",True,verse (of the Qur'an),"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1385,ہڑتال,"strike, hartal, (stoppage of work)",noun,794,False,False,True,"strike, hartal, (stoppage of work)",True,"strike, hartal, (stoppage of work)","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1386,مہنگائی,cost of living; inflation,noun,792,False,False,True,cost of living; inflation,True,cost of living; inflation,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1387,خارج,"adj. outside; exterior | Platts: (part. n. fr. خرج 'to come out,' &c.), adj. Being out, out (of, -ke); exterior, external; separated,…",adj,791,False,False,True,"adj. outside; exterior | Platts: (part. n. fr. خرج 'to come out,' &c.), adj. Being out, out (of, -ke); exterior, external; separated,…",True,outside; exterior,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1388,عہدہ,"n. post, rank, duty, office | Platts: (for A. عہدة ʻǒhdat, v.n. fr. عہد; see ʻahd), s.m. An engagement, obligation, agreement, a contract,…",noun,791,False,False,True,"n. post, rank, duty, office | Platts: (for A. عہدة ʻǒhdat, v.n. fr. عہد; see ʻahd), s.m. An engagement, obligation, agreement, a contract,…",True,"post, rank, duty, office","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1389,مدارس,"s.m. pl. (of madrasa, q.v.), Colleges; schools",noun,791,False,False,True,"s.m. pl. (of madrasa, q.v.), Colleges; schools",True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1390,حکیم,"n. physician, doctor; sage, philosopher; one of the 99 names of Allah | Platts: (fr. حکم), s.m. A wise man, a sage; a philosopher; — a physician, doctor: — nīm-ḥakīm, s.m. An inexperienced…",noun,788,False,False,True,"n. physician, doctor; sage, philosopher; one of the 99 names of Allah | Platts: (fr. حکم), s.m. A wise man, a sage; a philosopher; — a physician, doctor: — nīm-ḥakīm, s.m. An inexperienced…",True,"statesman; physician, doctor; sage, philosopher","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1391,گلشن,flower garden,noun,786,False,False,True,flower garden,True,flowerbed; a place of joy and happiness; flower garden; rose-garden; garden,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1392,حیرت,"surprise, amazement",noun,785,False,False,True,"surprise, amazement",True,perplexity; consternation; astonishment; amazement; surprise; wonder,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1393,حادثات,formal plural of حادِثَہ (hādisa) | also: plural formal of حادِثَہ (hādisa — accident),noun,783,False,False,True,formal plural of حادِثَہ (hādisa) | also: plural formal of حادِثَہ (hādisa — accident),True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1394,امارات,flag carrier airline of the United Arab Emirates,name,782,False,False,True,flag carrier airline of the United Arab Emirates,True,"the Emirates, short for the United Arab Emirates","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1395,اتحادی,allied; of or pertaining to coalition,adj|noun,781,False,False,True,allied; of or pertaining to coalition,True,ally; allied; of or pertaining to coalition,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1396,ایڈز,AIDS,noun,780,False,False,True,AIDS,True,AIDS,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1397,عرض,"n. request; petition; width | Platts: (inf. n. of عرض 'to show the breadth,' 'to show, exhibit, present,' &c.), s.f. Presenting or representing; …",noun,778,False,False,True,"n. request; petition; width | Platts: (inf. n. of عرض 'to show the breadth,' 'to show, exhibit, present,' &c.), s.f. Presenting or representing; …",True,width; request; latitude,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1398,جماعتیں,direct plural of جَماعَت (jamā'at) | also: plural direct of جَماعَت (jamā'at — community; organisation; group),noun,777,False,False,True,direct plural of جَماعَت (jamā'at) | also: plural direct of جَماعَت (jamā'at — community; organisation; group),True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1399,عورتیں,"direct plural of عَوْرَت (ʻaurat, “woman”) | also: plural direct of عَورَت ('aurat — woman)",noun,777,False,False,True,"direct plural of عَوْرَت (ʻaurat, “woman”) | also: plural direct of عَورَت ('aurat — woman)",True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1400,منفرد,"adj. unique, singular, apart, alone, separate, isolated | Platts: (act. part. of اِنْفرد, vii of (and syn. with) فرد 'to be or become alone, or solitary,' &c.), part. adj.…",adj,776,False,False,True,"adj. unique, singular, apart, alone, separate, isolated | Platts: (act. part. of اِنْفرد, vii of (and syn. with) فرد 'to be or become alone, or solitary,' &c.), part. adj.…",True,"unique, singular, apart, alone, separate, isolated","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1401,فارغ,"free, at leisure; finished",adj,773,False,False,True,"free, at leisure; finished",True,empty; at leisure; crap; useless,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1402,ولی,"n. favorite with God; prophet, saint; master, lord, defender, guardian, friend | Platts: s.m. A bracelet; armlet; ring",noun,773,False,False,True,"n. favorite with God; prophet, saint; master, lord, defender, guardian, friend | Platts: s.m. A bracelet; armlet; ring",True,"prophet, saint; favorite with God; master, lord, defender, guardian, friend","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1403,اضافی,"adj. additional, odd; adventitious, prosthetic | adv. possessively | n. supplementary",adj|adv|noun,772,False,False,True,"adj. additional, odd; adventitious, prosthetic | adv. possessively | n. supplementary",True,"possessively; supplementary; additional, odd","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1404,قصور,"fault, guilt",name|noun,772,False,False,True,"fault, guilt",True,"guilt; fault, offence, failing; Kasur (a city in Kasur district, Punjab, Pakistan)","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1405,منسلک,"adj. joined, appended, annexed, attached | Platts: (act. part. of اِنْسلك, vii of (and syn. with) سلك 'to enter (into),' &c.), part. adj. Being drawn (into, as…",adj,772,False,False,True,"adj. joined, appended, annexed, attached | Platts: (act. part. of اِنْسلك, vii of (and syn. with) سلك 'to enter (into),' &c.), part. adj. Being drawn (into, as…",True,"joined, appended, annexed, attached","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1406,تشریف,"n. honour; rank; dignity; seat; bottom | Platts: s.f. Honouring, exalting, ennobling; decking or investing with a splendid robe; — (in address) your honour,…",noun,771,False,False,True,"n. honour; rank; dignity; seat; bottom | Platts: s.f. Honouring, exalting, ennobling; decking or investing with a splendid robe; — (in address) your honour,…",True,honour; khalat; seat; bottom,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1407,مشورے,"direct plural/ oblique singular/ vocative singular of مَشْوَرَہ (maśvara, “advice”) | also: plural direct of مَشْوَرَہ (maśvara — advice; consultation; opinion)",noun,771,False,False,True,"direct plural/ oblique singular/ vocative singular of مَشْوَرَہ (maśvara, “advice”) | also: plural direct of مَشْوَرَہ (maśvara — advice; consultation; opinion)",True,"direct plural/ oblique singular/ vocative singular of مَشْوَرَہ (maśvara, “advice”)","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1408,ایشیائی,Asian,adj,770,False,False,True,Asian,True,Asian,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1409,خلق,"n. mankind, humanity; creation, world | Platts: (inf. n. fr. خلق 'to create,' &c.), s.f. Creating; — creation; mankind; people: — ḵẖalquʼl-lāh,…",noun,770,False,False,True,"n. mankind, humanity; creation, world | Platts: (inf. n. fr. خلق 'to create,' &c.), s.f. Creating; — creation; mankind; people: — ḵẖalquʼl-lāh,…",True,"creation, world; mankind, humanity","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1410,لاشیں,direct plural of لَاش (lāś),noun,768,False,False,True,direct plural of لَاش (lāś),True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1411,عربی,"name: Arabic | Platts: (rel. n. fr. ʻarab), m. = P عربيه ʻarabīya (for A. ʻarabīyat), f. adj. & s. Arabian; Arabic; — an Arab; an…",name,765,False,False,True,"name: Arabic | Platts: (rel. n. fr. ʻarab), m. = P عربيه ʻarabīya (for A. ʻarabīyat), f. adj. & s. Arabian; Arabic; — an Arab; an…",True,Arabic,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1412,گولی,n. bullet; pellet (gun ammunition); pill; tablet (medication); marble; small ball | Platts: s.f. A ball; a bullet; a marble; a pellet; a globule; a pill; — a jar…,noun,764,False,False,True,n. bullet; pellet (gun ammunition); pill; tablet (medication); marble; small ball | Platts: s.f. A ball; a bullet; a marble; a pellet; a globule; a pill; — a jar…,True,marble; small ball; diminutive of گولا (golā); pill; tablet (medication),"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1413,محترمہ,lady,noun,762,False,True,True,lady,True,lady,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1414,راز,secret,adj|noun,761,True,False,True,secret,True,secret; mystery; confidential; clandestine,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1415,موضوعات,"plural of مَوضُوع (mauzū') | also: plural formal of مَوضُوع (mauzū' — subject, topic, issue, matter, discussion)",noun,761,False,False,True,"plural of مَوضُوع (mauzū') | also: plural formal of مَوضُوع (mauzū' — subject, topic, issue, matter, discussion)",True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1416,نعمت,"blessing, bounty",noun,760,False,False,True,"blessing, bounty",True,"blessing, grace","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1417,ہوائی,"adj. aerial | Platts: (rel. n. fr. hawā, q.v.), adj. & s.m. Of or pertaining to the air; in the air; — airy, windy; — aerial; —…",adj,759,False,False,True,"adj. aerial | Platts: (rel. n. fr. hawā, q.v.), adj. & s.m. Of or pertaining to the air; in the air; — airy, windy; — aerial; —…",True,aerial,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1418,سازش,"conspiracy, plot",noun,758,False,False,True,"conspiracy, plot",True,"conspiracy, scheme, plot","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1419,روپ,"n. outward appearance, form, figure, shape, appearance, semblance, image, representation, picture; face, countenance, aspect, features; colour | Platts: s.m. Outward appearance or phenomenon, form, figure, shape, appearance, semblance, image, representation,…",noun,757,True,False,True,"n. outward appearance, form, figure, shape, appearance, semblance, image, representation, picture; face, countenance, aspect, features; colour | Platts: s.m. Outward appearance or phenomenon, form, figure, shape, appearance, semblance, image, representation,…",True,"colour; kind, sort, species; beautiful appearance","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1420,ویژن,vision,noun,756,False,False,True,vision,True,vision,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1421,پچیس,num. twenty-five | Platts: adj. Twenty-five,num,755,False,True,True,num. twenty-five | Platts: adj. Twenty-five,True,twenty-five,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1422,کمبل,"n. blanket; quilt | Platts: s.m. A blanket ( = kammal); a garment of wool: — kambal-posh, adj. & s.m. Wearing a blanket; — a mendicant…",noun,755,False,False,True,"n. blanket; quilt | Platts: s.m. A blanket ( = kammal); a garment of wool: — kambal-posh, adj. & s.m. Wearing a blanket; — a mendicant…",True,quilt; blanket,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1423,لمحہ,moment,noun,752,False,False,True,moment,True,"an instant, a moment","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1424,تاج,"n. crown | Platts: (A. also tāj, fr. the P.; old P. taka; Armen. thag), s.m. A crown, diadem, tiara; a high-crowned cap; crest,…",noun,751,False,False,True,"n. crown | Platts: (A. also tāj, fr. the P.; old P. taka; Armen. thag), s.m. A crown, diadem, tiara; a high-crowned cap; crest,…",True,crown,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1425,ناقص,"(act. part. of نقص 'to be defective,' &c.), adj. Defective, imperfect, deficient, wanting (in); unfinished,…",adj,751,False,False,True,"(act. part. of نقص 'to be defective,' &c.), adj. Defective, imperfect, deficient, wanting (in); unfinished,…",True,"imperfect; incomplete, lacking; insufficient, inadequate","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1426,ابن,"n. son, child; offspring; slave | Platts: (used in comp. only, usually in its nom. form ibnu), s.m. Son, child. — ibnuʼl-amīr, adj. Of noble blood,…",noun,750,False,False,True,"n. son, child; offspring; slave | Platts: (used in comp. only, usually in its nom. form ibnu), s.m. Son, child. — ibnuʼl-amīr, adj. Of noble blood,…",True,"slave; offspring; son, child","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1427,پابند,"restrained, encumbered; bound",adj,749,False,False,True,"restrained, encumbered; bound",True,"bound; restrained, encumbered","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1428,تیرے,oblique masculine singular of तेरा (terā); vocative masculine singular of तेरा (terā); masculine plural of तेरा (terā),closed-class,749,False,True,True,oblique masculine singular of तेरा (terā); vocative masculine singular of तेरा (terā); masculine plural of तेरा (terā),False,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1429,قرض,"loan, debt",noun,749,False,False,True,"loan, debt",True,"debt; loan; credit; revenge, vengeance","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1430,خرابی,"defect, fault, ruin",noun,747,False,False,True,"defect, fault, ruin",True,"ruin, destruction; badness, evil, corruption","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1431,سرکار,"n. government; sir, mister; sarkar | Platts: (for sar-ě-kār), s.m. Chief, master, lord; superintendent, supervisor, overseer, agent; landlord; — (in…",noun,747,False,False,True,"n. government; sir, mister; sarkar | Platts: (for sar-ě-kār), s.m. Chief, master, lord; superintendent, supervisor, overseer, agent; landlord; — (in…",True,"sarkar; government; sir, mister","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1432,لاحق,"adj. to reach, to overtake; adhering, adjoining; affix, suffix | n. follower who joins the congregation from the beginning but loses one or more rak'ahs due to an excuse | Platts: (act. part. of لحق 'to touch, or reach,' &c.), part. adj. & s.m. Who or what touches or reaches unto; …",adj|noun,746,False,False,True,"adj. to reach, to overtake; adhering, adjoining; affix, suffix | n. follower who joins the congregation from the beginning but loses one or more rak'ahs due to an excuse | Platts: (act. part. of لحق 'to touch, or reach,' &c.), part. adj. & s.m. Who or what touches or reaches unto; …",True,"affix, suffix; adhering, adjoining; to reach, to overtake","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1433,مصنف,"author, writer",noun,743,False,False,True,"author, writer",True,"composer; author, writer, compiler","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1434,پال,"n. a male given name from English, equivalent to English Paul | Platts: (rt. of pālnā), s.m. Shelter; protection; crown lands kept in the hands of government. | also: form of پَولُس (paulus — Paul (of Tarsus), author of several books of the N) | also: infinitive of پالْنا (pālnā — to raise; bring up)",noun,740,False,False,True,"n. a male given name from English, equivalent to English Paul | Platts: (rt. of pālnā), s.m. Shelter; protection; crown lands kept in the hands of government. | also: form of پَولُس (paulus — Paul (of Tarsus), author of several books of the N) | also: infinitive of پالْنا (pālnā — to raise; bring up)",True,"a male given name from English, equivalent to English Paul","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1435,بخار,"n. fever; steam; vapour; exhalation; smoke | Platts: s.m. Fume, vapour, exhalation, steam, mist, fog; feverish heat, fever; warmth, anger, wrath, animosity; …",noun,738,False,False,True,"n. fever; steam; vapour; exhalation; smoke | Platts: s.m. Fume, vapour, exhalation, steam, mist, fog; feverish heat, fever; warmth, anger, wrath, animosity; …",True,fever; smoke; anger; anguish,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1436,گلے,"inflection of گَلا (galā, “throat”):; inflection of گِلَہ (gila): | also: plural direct of گِلَہ (gila — grievance; resentment)",noun,738,False,False,True,"inflection of گَلا (galā, “throat”):; inflection of گِلَہ (gila): | also: plural direct of گِلَہ (gila — grievance; resentment)",True,direct plural; oblique/vocative singular,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1437,بیت,"n. couplet, distich; abode, house, edifice; mosque, church, synagogue | Platts: s.f. Grazing fee charged by herdsmen, demand on each head of cattle paid to the cowherd, a kind of agistment:…",noun,737,False,False,True,"n. couplet, distich; abode, house, edifice; mosque, church, synagogue | Platts: s.f. Grazing fee charged by herdsmen, demand on each head of cattle paid to the cowherd, a kind of agistment:…",True,"couplet, distich; abode, house, edifice; mosque, church, synagogue","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1438,حراست,"n. arrest, custody | Platts: (for A. حراسة, inf. n. of حرس 'to take care of'), s.f. Watching, guarding; care, charge, custody; guard,…",noun,737,False,False,True,"n. arrest, custody | Platts: (for A. حراسة, inf. n. of حرس 'to take care of'), s.f. Watching, guarding; care, charge, custody; guard,…",True,"arrest, custody","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1439,عظمت,"greatness, grandeur",noun,737,False,False,True,"greatness, grandeur",True,"dignity; glory, magnificence; grandeur, greatness; might","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1440,عملہ,"n. an official, clerk; staff, operators, executors; public officers | Platts: (for A. عملة ʻamalat, pl. of ʻāmil, q.v.), s.m. pl. & sing. Workers, operators, executors; ministerial or…",noun,736,False,False,True,"n. an official, clerk; staff, operators, executors; public officers | Platts: (for A. عملة ʻamalat, pl. of ʻāmil, q.v.), s.m. pl. & sing. Workers, operators, executors; ministerial or…",True,"materials; public officers; an official, clerk","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1441,پلیٹ,plate,noun,733,False,False,True,plate,True,plate,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1442,حوصلہ,"courage, spirit, morale",noun,733,False,False,True,"courage, spirit, morale",True,"courage, bravery, patience; morale, confidence, willpower, strength of spirit","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1443,چکر,"n. round, perimeter; vertigo; love affair | Platts: (in comp.) चकर ćakar, s.m. Wheel (of a cart, &c.), a potter's wheel; a catharine-wheel; a discus or sharp…",noun,732,False,False,True,"n. round, perimeter; vertigo; love affair | Platts: (in comp.) चकर ćakar, s.m. Wheel (of a cart, &c.), a potter's wheel; a catharine-wheel; a discus or sharp…",True,chakra; circle; vertigo,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1444,وسعت,"n. amplitude, space, extent, vastness; convenience, leisure, ease | Platts: (for A. وسعة, fr. وسع wusʻ, 'capacity,' &c., v.n. fr. وَسِعَ), s.f. Latitude; amplitude; spaciousness; …",noun,732,False,False,True,"n. amplitude, space, extent, vastness; convenience, leisure, ease | Platts: (for A. وسعة, fr. وسع wusʻ, 'capacity,' &c., v.n. fr. وَسِعَ), s.f. Latitude; amplitude; spaciousness; …",True,"convenience, leisure, ease; amplitude, space, extent, vastness","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1445,پہچان,"n. recognition, identification; identity | Platts: s.f. Knowledge, acquaintance, ascertainment, recognition, experience, discrimination, discernment; … | also: form of پَہْچانْنا (pahcānnā — to recognize, identify)",noun,731,False,False,True,"n. recognition, identification; identity | Platts: s.f. Knowledge, acquaintance, ascertainment, recognition, experience, discrimination, discernment; … | also: form of پَہْچانْنا (pahcānnā — to recognize, identify)",True,"identity; recognition, identification","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1446,بانی,"n. founder | Platts: s.f. Peculiar disposition or mental constitution; natural temper; profession, pretension; any property or…",noun,729,False,False,True,"n. founder | Platts: s.f. Peculiar disposition or mental constitution; natural temper; profession, pretension; any property or…",True,founder,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1447,تجزیہ,"analysis, dissolution",noun,729,False,False,True,"analysis, dissolution",True,"analysis, dissolution","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1448,جوان,"adj. young; youthful | n. a young man; a soldier | Platts: adj. & s.m.f. Young, youthful, in the prime of manhood or womanhood; vigorous; blooming; — a young man or…",adj|noun,729,False,False,True,"adj. young; youthful | n. a young man; a soldier | Platts: adj. & s.m.f. Young, youthful, in the prime of manhood or womanhood; vigorous; blooming; — a young man or…",True,young; youthful; a soldier,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
